长治市,140421
九江市,360400
铜川市,610200
吴忠市,640300
贵港市,450800
阳泉市,140300
天津市,120000
三明市,350400
西安市,610100
朝阳市,211321
长沙市,430100
衡阳市,430400
铁岭市,211221
玉树藏族自治州,632700
鞍山市,210300
通化市,220500
大庆市,230600
楚雄彝族自治州,532300
北海市,450500
德阳市,510600
湘西土家族苗族自治州,433100
咸阳市,610400
喀什地区,653100
吉林市,220000
陇南市,622600
孝感市,420900
西宁市,630100
大理白族自治州,532900
南阳市,411300
吉安市,360821
东方市,469007
内江市,511000
和田地区,653200
宿迁市,321300
普洱市,530821
大连市,231182
贵阳市,520100
沈阳市,210100
威海市,371000
滁州市,341100
沧州市,130900
承德市,130800
汉中市,610700
九江市,360421
伊春市,230700
昭通市,530600
平凉市,620800
安阳市,410522
宣城市,341800
石家庄市,130100
镇江市,321100
邢台市,130500
邯郸市,130400
随州市,421300
海南藏族自治州,632500
潮州市,445100
酒泉市,620900
忻州市,140900
琼海市,469002
本溪市,210500
株洲市,430221
昌吉回族自治州,652300
永州市,431100
洛阳市,410300
中山市,210202
聊城市,371500
周口市,411600
广元市,510800
芜湖市,340200
淮安市,320800
惠州市,441300
三门峡市,411200
攀枝花市,510400
咸宁市,421200
大同市,140200
蚌埠市,340300
泸州市,510500
拉萨市,540100
甘南藏族自治州,623000
吉安市,360800
徐州市,320300
阿拉善盟,152900
揭阳市,445200
济南市,370100
石河子市,659001
太原市,140100
晋城市,140500
百色市,451000
梅州市,441400
达州市,511700
宁德市,350900
许昌市,411023
阿拉善盟,152921
湖州市,330500
呼和浩特市,150100
临沂市,371300
韶关市,440200
林芝地区,542600
安康市,610900
丹东市,210600
黔东南苗族侗族自治州,522600
定安县,469025
柳州市,450200
贺州市,451100
娄底市,431300
石嘴山市,640200
十堰市,420300
长春市,220100
泉州市,350500
淮北市,340600
商洛市,611000
吐鲁番地区,652100
日照市,371100
齐齐哈尔市,230200
朔州市,140600
新北市,320411
漳州市,350600
昆明市,530100
金昌市,620300
青岛市,370200
莱芜市,371200
那曲地区,542400
乌鲁木齐市,650100
博尔塔拉蒙古自治州,652700
宁波市,330200
无锡市,320200
吕梁市,141100
西安市,231005
运城市,140800
亳州市,341600
河池市,451200
德州市,371400
果洛藏族自治州,632600
陵水黎族自治县,469034
辽阳市,211000
汕头市,440500
西双版纳傣族自治州,532800
武汉市,420100
铜仁地区,522200
新余市,360500
阜阳市,341200
金华市,330700
中卫市,640500
临夏回族自治州,622900
六盘水市,520200
钦州市,450700
辽阳市,211021
唐山市,130200
湘潭市,430321
阿克苏地区,652900
怀化市,431200
承德市,130821
塔城地区,654200
鄂尔多斯市,150600
阿勒泰地区,654300
大兴安岭地区,232700
开封市,410200
榆林市,610800
绍兴市,330600
乌兰察布市,152600
黄石市,420200
澄迈县,469027
邢台市,130521
曲靖市,530300
雅安市,511800
鹤壁市,410600
巴中市,511900
濮阳市,410900
淮南市,340400
茂名市,440900
盘锦市,211100
辽源市,220400
固原市,640400
鸡西市,230300
丽水市,331100
张家界市,430800
通辽市,150500
眉山市,511400
红河哈尼族彝族自治州,532500
襄阳市,420607
遂宁市,510900
海西蒙古族藏族自治州,632800
龙岩市,350800
日喀则地区,542300
神农架林区,429021
温州市,330300
荆州市,421003
岳阳市,430621
丽江市,530700
宜宾市,511500
邵阳市,430523
马鞍山市,340500
海口市,460100
图木舒克市,659003
张掖市,620700
邵阳市,430500
广安市,511602
白银市,620402
滨州市,371600
南平市,350700
云浮市,445300
哈尔滨市,230100
鹤岗市,230400
万宁市,469006
文昌市,469005
黄石市,420202
五指山市,469001
黑河市,231100
邯郸市,130421
儋州市,469003
怒江傈僳族自治州,533300
安阳市,410500
海北藏族自治州,632200
阿拉尔市,659002
铜陵市,340721
晋中市,140700
东营市,370502
南昌市,360121
南沙群岛,469038
玉溪市,530400
福州市,350100
抚州市,361000
白银市,620400
临沧市,530900
哈密地区,652200
四平市,220300
白城市,220800
天门市,429006
珠海市,440400
西安市,220403
扬州市,321000
兴安盟,232700
保亭黎族苗族自治县,469035
上海市,310000
迪庆藏族自治州,533400
广州市,440100
仙桃市,429004
克孜勒苏柯尔克孜自治州,653000
湘潭市,430300
北京市,110000
琼中黎族苗族自治县,469036
兴安盟,152200
黄南藏族自治州,632300
重庆市,500000
肇庆市,441200
苏州市,320500
通化市,220521
葫芦岛市,211400
杭州市,330100
遵义市,520300
临汾市,141000
延边朝鲜族自治州,222400
新乡市,410700
深圳市,440300
营口市,210800
黄山市,341000
乐山市,511100
连云港市,320700
本溪市,210521
兰州市,620100
乌鲁木齐市,650121
中山市,442000
临高县,469028
合肥市,340100
济宁市,370800
文山壮族苗族自治州,532600
海东地区,632100
桂林市,450300
